SessionID;CustomerID;SessionDurationMinutes;NumberOfPagesVisited;ItemsAddedToCart;ItemsRemovedFromCart;DeviceUsed
697;8350;7.74;5;3;0;Mobile
698;3803;2.99;5;2;0;Tablet
699;3650;11.95;7;0;0;Desktop
700;3511;2.27;4;3;0;Mobile
701;3093;25.98;21;0;0;Mobile
702;9233;19.07;25;0;0;Mobile
703;2042;5.50;3;0;0;Mobile
704;1180;29.45;15;2;0;Desktop
705;7793;22.41;16;2;0;Tablet
706;3152;31.74;18;4;0;Desktop
707;1937;8.89;8;3;2;Mobile
708;8848;10.73;16;4;0;Tablet
709;6694;28.95;24;4;0;Mobile
710;9467;13.42;17;0;0;Tablet
711;5146;21.55;11;0;0;Mobile
712;7399;36.99;21;3;0;Tablet
713;5553;18.83;16;0;0;Desktop
714;11856;5.00;10;4;0;Mobile
715;10595;20.12;25;0;0;Tablet
716;11776;27.24;14;0;0;Desktop
717;11948;39.90;22;4;0;Desktop
718;2006;18.57;13;0;0;Mobile
719;5739;7.36;5;3;0;Mobile
720;5126;10.86;14;0;0;Tablet
721;6263;35.19;20;4;0;Mobile
722;3866;36.48;21;4;0;Desktop
723;9308;11.92;17;0;0;Desktop
724;7439;35.17;20;0;0;Desktop
725;7363;7.48;6;0;0;Mobile
726;2262;18.08;12;2;1;Desktop
727;145;13.02;17;3;0;Desktop
728;6084;11.86;7;2;0;Mobile
729;3503;8.89;6;0;0;Desktop
730;5439;17.94;17;4;0;Mobile
731;9313;6.83;12;0;0;Tablet
732;10422;24.76;13;1;0;Tablet
733;3267;8.94;11;1;0;Desktop
734;6742;14.56;17;3;0;Mobile
735;3655;1.63;1;4;0;Tablet
736;11160;34.99;20;3;0;Tablet
737;1465;8.15;10;1;0;Mobile
738;8840;7.53;4;0;0;Desktop
739;7788;9.23;8;1;0;Tablet
740;932;33.85;25;2;0;Desktop
741;250;21.29;11;0;0;Desktop
742;750;20.85;16;3;1;Desktop
743;7914;17.35;16;1;0;Mobile
744;12128;5.06;3;1;0;Mobile
745;10361;34.02;19;3;0;Tablet
746;5241;15.30;11;3;0;Desktop
747;6480;16.41;16;2;0;Tablet
748;8895;36.53;19;3;0;Desktop
749;11077;8.47;7;4;0;Mobile
750;30;13.84;24;1;0;Mobile
751;10830;5.06;3;0;0;Tablet
752;9605;8.56;6;0;0;Tablet
753;744;28.16;25;0;0;Mobile
754;10634;21.69;21;0;0;Mobile
755;1892;2.49;2;1;0;Tablet
756;1347;35.16;20;0;0;Desktop
757;5429;17.02;17;0;0;Desktop
758;6195;25.04;22;4;2;Tablet
759;3682;14.43;22;0;0;Mobile
760;9375;26.67;19;1;0;Desktop
761;813;12.01;24;4;0;Tablet
762;11405;32.94;22;0;0;Desktop
763;10081;18.40;13;3;0;Desktop
764;10748;6.91;4;0;0;Mobile
765;6308;14.00;15;0;0;Desktop
766;8257;23.13;12;0;0;Desktop
767;6820;12.53;17;4;0;Tablet
768;6867;1.43;2;2;0;Mobile
769;11199;27.02;15;2;0;Desktop
770;3480;11.14;16;2;1;Tablet
771;11175;0.74;1;0;0;Mobile
772;8464;11.96;12;4;0;Mobile
773;9471;7.16;5;3;0;Mobile
774;4579;1.25;1;0;0;Tablet
775;3722;33.36;18;0;0;Tablet
776;8633;3.54;5;3;0;Tablet
777;11238;23.53;19;3;0;Mobile
778;10976;35.00;21;2;0;Desktop
779;6423;31.26;25;1;0;Tablet
780;5725;9.56;6;2;0;Tablet
781;11374;3.56;2;2;0;Mobile
782;1271;39.45;20;1;0;Mobile
783;8270;2.81;3;0;0;Mobile
784;1595;13.88;17;0;0;Tablet
785;2644;20.43;11;3;0;Mobile
786;113;2.47;2;4;0;Desktop
787;10612;5.33;3;0;0;Tablet
788;4238;5.02;5;0;0;Mobile
789;1630;20.16;14;0;0;Tablet
790;6020;13.85;9;0;0;Tablet
791;12096;16.49;19;3;0;Desktop
792;8521;9.19;9;2;0;Mobile
793;8138;21.98;11;0;0;Mobile
794;8501;28.31;20;0;0;Tablet
795;1520;15.69;9;2;0;Tablet
796;4804;5.49;8;1;0;Mobile
797;9091;12.89;8;0;0;Tablet
798;5570;0.81;1;4;0;Desktop
799;11772;27.90;21;0;0;Tablet
800;2554;14.84;11;3;1;Tablet
801;1722;17.50;17;2;1;Mobile
802;10447;23.51;17;2;0;Desktop
803;6153;44.36;24;1;0;Desktop
804;2170;15.44;17;0;0;Mobile
805;3390;2.69;2;1;0;Tablet
806;6545;14.77;9;3;0;Tablet
807;11011;44.74;23;4;2;Desktop
808;12200;17.33;12;3;2;Tablet
809;2678;7.98;6;0;0;Mobile
810;12359;38.66;23;0;0;Desktop
811;7217;26.93;21;0;0;Desktop
812;8315;2.60;2;0;0;Desktop
813;6718;8.63;5;1;0;Tablet
814;318;20.22;11;0;0;Mobile
815;1086;2.03;3;0;0;Desktop
816;1408;12.96;10;3;2;Tablet
817;11382;0.97;1;0;0;Mobile
818;7265;23.86;12;2;0;Mobile
819;123;8.19;14;4;0;Mobile
820;5017;7.25;9;0;0;Desktop
821;9646;48.94;25;0;0;Desktop
822;8362;18.20;19;0;0;Desktop
823;7248;3.90;5;0;0;Desktop
824;3898;3.25;2;0;0;Tablet
825;10459;31.27;22;4;0;Desktop
826;330;43.84;25;4;0;Tablet
827;12176;25.86;14;0;0;Desktop
828;4802;47.59;24;3;1;Mobile
829;2742;3.84;4;0;0;Mobile
830;10176;10.79;12;3;2;Tablet
831;6240;41.24;25;1;0;Mobile
832;6772;27.92;20;0;0;Mobile
833;5118;31.45;17;3;1;Mobile
834;2101;3.61;7;0;0;Tablet
835;3969;11.60;8;0;0;Tablet
836;10742;2.92;3;4;0;Tablet
837;7861;21.39;15;2;0;Mobile
838;6242;14.86;8;3;1;Desktop
839;2259;14.70;11;4;0;Desktop
840;5410;1.44;1;0;0;Desktop
841;2966;26.14;15;0;0;Mobile
842;243;6.57;6;2;0;Mobile
843;10071;10.49;8;4;0;Desktop
844;2966;8.03;5;3;0;Desktop
845;6015;31.81;25;1;0;Mobile
846;10932;17.84;13;0;0;Mobile
847;768;23.16;15;0;0;Desktop
848;3673;3.28;6;2;1;Mobile
849;6866;6.42;5;0;0;Tablet
850;5836;14.00;17;3;0;Desktop
851;11272;5.76;5;2;0;Mobile
852;11412;10.28;9;1;0;Desktop
853;6043;4.35;6;4;0;Desktop
854;7869;10.58;7;0;0;Desktop
855;9035;29.31;19;0;0;Desktop
856;2741;13.76;11;3;1;Mobile
857;5373;13.74;8;4;0;Tablet
858;8531;12.57;15;1;0;Desktop
859;1744;5.05;4;1;0;Tablet
860;6216;22.46;17;0;0;Tablet
861;3522;20.96;15;0;0;Tablet
862;3298;24.58;20;0;0;Desktop
863;12247;6.40;4;0;0;Mobile
864;5729;24.65;20;0;0;Tablet
865;949;13.60;19;2;0;Desktop
866;5812;1.00;1;0;0;Tablet
867;5550;38.53;24;2;0;Mobile
868;9306;7.07;12;0;0;Tablet
869;7604;2.63;4;2;0;Tablet
870;10277;11.99;23;3;0;Desktop
871;525;17.23;20;0;0;Mobile
872;9248;42.13;25;0;0;Tablet
873;5826;12.85;21;0;0;Tablet
874;11740;1.14;1;0;0;Mobile
875;2184;11.27;16;0;0;Mobile
876;3880;4.37;6;4;0;Mobile
877;2820;26.67;23;2;0;Tablet
878;10518;2.53;3;0;0;Tablet
879;2317;7.38;10;3;1;Desktop
880;1393;16.70;13;4;0;Mobile
881;11109;40.44;22;4;3;Tablet
882;4528;5.33;5;4;0;Desktop
883;6334;18.81;19;0;0;Desktop
884;7522;22.90;15;0;0;Desktop
885;7858;23.41;16;0;0;Tablet
886;260;11.56;16;4;0;Tablet
887;9838;48.56;25;2;0;Mobile
888;8927;17.04;19;0;0;Desktop
889;1621;6.18;4;0;0;Mobile
890;5065;8.91;15;0;0;Mobile
891;7526;9.82;5;0;0;Mobile
892;6585;24.53;19;1;0;Tablet
893;3357;8.10;10;0;0;Mobile
894;6871;33.10;24;4;1;Tablet
895;10209;16.07;11;1;0;Desktop
896;2219;4.78;7;4;0;Tablet
897;5600;20.15;23;0;0;Desktop
898;917;33.37;20;0;0;Mobile
899;2663;21.83;14;3;1;Tablet
900;315;15.24;19;0;0;Desktop
901;7954;13.23;21;2;0;Mobile
902;3357;1.89;3;2;0;Desktop
903;2706;6.08;5;0;0;Mobile
904;2072;11.38;15;0;0;Tablet
905;6900;30.14;22;3;0;Desktop
906;9597;6.91;4;1;0;Mobile
907;1211;7.13;12;4;3;Desktop
908;8318;30.08;17;0;0;Tablet
909;11126;17.49;10;4;0;Mobile
910;9406;11.39;6;0;0;Desktop
911;6503;28.46;22;0;0;Tablet
912;8992;22.07;19;0;0;Tablet
913;11447;31.22;22;0;0;Desktop
914;9526;16.89;15;0;0;Mobile
915;1021;21.81;14;2;0;Mobile
916;10432;12.06;20;3;0;Tablet
917;1657;9.43;6;0;0;Mobile
918;6969;22.79;25;0;0;Mobile
919;2635;6.40;5;0;0;Mobile
920;1;3.64;3;0;0;Desktop
921;11579;31.67;18;4;0;Mobile
922;1107;9.19;8;1;0;Mobile
923;4451;10.93;15;0;0;Mobile
924;10682;12.82;7;4;3;Tablet
925;11864;4.97;5;0;0;Tablet
926;11151;14.25;18;1;0;Desktop
927;6294;18.42;10;0;0;Mobile
928;3177;25.56;14;0;0;Tablet
929;10253;19.50;12;0;0;Mobile
930;9466;26.98;25;0;0;Desktop
931;1638;6.07;9;0;0;Desktop
932;10274;10.52;9;1;0;Mobile
933;4506;6.39;11;0;0;Tablet
934;6117;29.85;22;2;1;Tablet
935;9940;25.45;22;0;0;Desktop
936;11426;39.05;23;1;0;Mobile
937;9280;44.32;25;0;0;Desktop
938;9255;23.58;22;1;0;Desktop
939;2334;19.07;10;3;1;Desktop
940;742;39.13;24;0;0;Desktop
941;12012;19.89;13;2;0;Desktop
942;7622;38.60;22;4;0;Mobile
943;7311;5.79;10;0;0;Desktop
944;5022;30.55;16;0;0;Tablet
945;6246;12.78;8;0;0;Mobile
946;9496;7.77;9;3;0;Tablet
947;3203;9.63;5;0;0;Desktop
948;9299;30.13;16;4;0;Tablet
949;8047;5.01;3;0;0;Mobile
950;2422;13.93;8;0;0;Tablet
951;11287;27.79;24;2;0;Tablet
952;7150;25.77;18;4;0;Mobile
953;9987;11.25;15;4;0;Tablet
954;6795;15.62;12;0;0;Desktop
955;10037;31.30;21;2;0;Tablet
956;220;15.20;18;4;0;Mobile
957;3166;23.51;18;2;1;Tablet
958;1042;8.90;5;0;0;Mobile
959;1737;10.69;11;4;3;Tablet
960;5007;5.45;7;0;0;Tablet
961;9640;41.27;25;4;3;Desktop
962;10672;36.13;19;4;0;Desktop
963;8864;35.52;22;0;0;Tablet
964;6236;2.18;2;0;0;Desktop
965;666;13.16;7;3;2;Mobile
966;4790;14.14;9;4;0;Tablet
967;6830;11.80;16;1;0;Tablet
968;3433;33.75;18;4;0;Mobile
969;338;4.68;4;0;0;Mobile
970;4156;9.03;17;3;0;Desktop
971;12131;1.14;1;2;0;Desktop
972;2949;25.43;22;3;1;Desktop
973;9453;7.06;14;2;0;Mobile
974;9529;13.52;12;3;0;Mobile
975;9835;23.65;25;4;0;Tablet
976;3766;3.61;3;1;0;Mobile
977;5531;8.58;17;0;0;Desktop
978;5471;41.33;22;0;0;Mobile
979;1296;2.81;4;3;0;Desktop
980;3434;28.04;20;0;0;Tablet
981;1749;49.18;25;0;0;Mobile
982;3517;4.05;5;0;0;Mobile
983;1677;46.03;24;3;0;Mobile
984;10946;4.09;4;4;0;Tablet
985;8351;17.96;11;1;0;Desktop
986;7833;5.55;3;0;0;Mobile
987;2511;11.83;12;0;0;Mobile
988;8559;32.85;25;2;1;Tablet
989;3875;20.82;11;3;0;Tablet
990;9155;17.30;18;1;0;Mobile
991;4452;15.22;15;0;0;Mobile
992;2255;38.79;21;4;0;Desktop
993;11151;5.30;3;4;0;Mobile
994;4527;26.04;17;0;0;Tablet
995;5686;28.03;21;1;0;Tablet
996;9676;34.39;19;0;0;Desktop
997;9754;39.16;22;2;0;Desktop
998;10005;15.34;10;4;3;Tablet
999;3992;30.06;24;2;0;Tablet
1000;8443;10.91;16;4;0;Mobile
1001;524;14.44;10;3;0;Tablet
1002;11095;11.99;6;0;0;Tablet
1003;7704;9.18;12;1;0;Mobile
1004;398;4.80;4;4;0;Mobile
1005;2817;32.60;19;4;0;Desktop
1006;8493;6.67;8;0;0;Desktop
1007;81;39.70;24;1;0;Desktop
1008;8869;13.49;7;3;0;Mobile
1009;2346;15.07;17;4;2;Tablet
1010;9235;10.84;12;0;0;Mobile
1011;7552;49.85;25;0;0;Tablet
1012;9875;5.44;3;0;0;Tablet
1013;11697;2.98;3;0;0;Tablet
1014;6654;9.31;11;4;0;Tablet
1015;10945;11.29;19;0;0;Tablet
1016;10040;13.81;8;2;0;Tablet
1017;4917;13.19;13;0;0;Tablet
1018;6352;17.96;24;0;0;Tablet
1019;8329;10.97;8;4;0;Desktop
1020;8273;20.71;12;0;0;Desktop
1021;9221;4.53;7;0;0;Tablet
1022;7276;37.31;21;1;0;Tablet
1023;1287;31.41;20;2;0;Desktop
1024;11591;24.50;19;0;0;Tablet
1025;2744;9.82;14;3;0;Desktop
1026;6050;23.17;16;4;0;Mobile
1027;11570;0.54;1;0;0;Desktop
1028;9576;4.43;6;2;0;Mobile
1029;2807;15.62;9;0;0;Mobile
1030;4808;7.53;8;2;0;Desktop
1031;6624;38.47;20;3;1;Desktop
1032;11412;29.22;20;0;0;Desktop
1033;11859;19.55;12;3;0;Desktop
1034;8094;30.23;20;3;0;Desktop
1035;2640;10.70;12;0;0;Desktop
1036;4364;9.02;5;2;0;Desktop
1037;2669;15.78;20;3;0;Tablet
1038;2183;30.22;23;0;0;Mobile
1039;9025;8.39;10;0;0;Tablet
1040;11148;13.15;16;0;0;Desktop
1041;11351;42.67;22;1;0;Mobile
1042;9804;6.73;5;0;0;Tablet
1043;12415;23.95;19;3;0;Desktop
1044;4109;33.21;22;0;0;Desktop
1045;8123;4.90;9;2;1;Tablet
1046;12327;2.85;4;0;0;Desktop
1047;352;13.69;19;4;0;Mobile
1048;1907;12.45;11;4;0;Desktop
1049;12233;12.94;7;0;0;Tablet
1050;10974;22.74;19;3;0;Mobile
1051;2225;14.71;22;4;0;Tablet
1052;5138;29.63;21;0;0;Mobile
1053;7249;7.43;7;0;0;Desktop
1054;4596;4.02;3;3;0;Tablet
1055;2729;5.83;5;0;0;Tablet
1056;2609;5.57;7;3;0;Desktop
1057;8577;1.61;2;2;1;Tablet
1058;3388;21.14;23;1;0;Tablet
1059;10993;17.31;10;3;2;Desktop
1060;7382;37.73;24;0;0;Desktop
1061;7877;24.02;17;2;0;Desktop
1062;1693;33.83;23;0;0;Tablet
1063;10638;23.66;13;1;0;Tablet
1064;7411;20.75;11;0;0;Tablet
1065;4019;16.40;14;0;0;Tablet
1066;11607;22.42;13;2;0;Mobile
1067;11485;12.99;11;4;0;Mobile
1068;12027;16.92;13;0;0;Tablet
1069;12347;39.91;21;2;0;Desktop
1070;11987;16.40;10;0;0;Mobile
1071;3685;11.38;14;3;0;Desktop
1072;9886;6.55;11;4;0;Tablet
1073;6002;0.78;1;0;0;Mobile
1074;6567;1.15;1;0;0;Tablet
1075;8209;5.29;5;0;0;Mobile
1076;4664;16.53;19;1;0;Desktop
1077;6277;10.71;8;4;0;Mobile
1078;8973;36.60;23;0;0;Desktop
1079;7695;23.14;12;0;0;Desktop
1080;490;1.37;1;1;0;Tablet
1081;255;6.80;13;0;0;Desktop
1082;10186;28.78;17;4;2;Desktop
1083;9851;36.35;21;2;0;Mobile
1084;4272;19.73;13;1;0;Tablet
1085;8147;6.59;9;0;0;Desktop
1086;7962;5.60;9;0;0;Desktop
1087;2818;14.48;11;4;0;Tablet
1088;391;46.41;25;3;0;Tablet
1089;12033;14.30;19;4;3;Mobile
1090;4241;25.02;13;2;0;Tablet
1091;1961;26.17;17;2;0;Tablet
1092;10173;13.79;18;3;0;Tablet
1093;3388;2.17;4;2;0;Mobile
1094;3922;28.37;16;0;0;Mobile
1095;7240;5.52;4;1;0;Tablet
1096;422;10.33;9;0;0;Mobile
1097;12092;12.29;10;0;0;Mobile
1098;322;27.24;16;0;0;Mobile
1099;12128;2.60;5;0;0;Mobile
1100;1759;35.48;21;2;0;Desktop
1101;3430;31.35;22;4;0;Tablet
1102;9841;34.97;25;2;0;Tablet
1103;7641;16.55;10;2;0;Mobile
1104;1851;4.88;3;0;0;Tablet
1105;11645;31.86;23;0;0;Mobile
1106;4478;31.21;23;3;0;Mobile
1107;10256;34.53;23;0;0;Desktop
1108;12425;19.95;15;0;0;Desktop
1109;6590;16.14;14;0;0;Desktop
1110;195;11.89;6;4;0;Tablet
1111;5283;5.75;7;0;0;Tablet
1112;11731;28.02;25;0;0;Tablet
1113;1801;1.01;1;3;0;Mobile
1114;2599;4.70;3;0;0;Mobile
1115;2631;13.02;17;0;0;Desktop
1116;2842;30.24;18;0;0;Mobile
1117;1390;2.23;2;3;0;Mobile
1118;9088;0.97;1;4;0;Tablet
1119;8345;16.80;24;0;0;Desktop
1120;10549;11.28;15;0;0;Mobile
1121;9725;7.61;8;0;0;Desktop
1122;6806;14.61;8;0;0;Desktop
1123;7729;18.00;23;4;0;Mobile
1124;6642;12.39;9;0;0;Mobile
1125;11314;21.93;13;1;0;Desktop
1126;7832;15.48;13;0;0;Tablet
1127;7326;26.57;16;0;0;Mobile
1128;10494;13.79;19;0;0;Mobile
1129;2516;11.23;9;4;0;Tablet
1130;10504;9.11;6;0;0;Desktop
1131;5043;37.46;20;2;0;Tablet
1132;3869;10.50;6;2;0;Desktop
1133;4367;43.26;22;4;0;Tablet
1134;1739;3.47;2;0;0;Desktop
1135;11239;5.79;9;0;0;Desktop
1136;1158;15.36;8;0;0;Desktop
1137;1371;3.66;2;3;0;Desktop
1138;7565;6.20;6;4;0;Desktop
1139;7193;14.59;19;0;0;Desktop
1140;2466;1.75;3;1;0;Desktop
1141;8920;20.77;11;0;0;Tablet
1142;11859;7.52;5;0;0;Mobile
1143;567;9.82;11;0;0;Tablet
1144;10546;17.55;14;2;0;Desktop
1145;10121;9.47;5;4;0;Mobile
1146;4047;15.77;9;1;0;Desktop
1147;10187;19.89;25;1;0;Desktop
1148;9674;9.24;6;2;0;Tablet
1149;3398;1.75;3;3;0;Mobile
1150;6992;11.51;11;2;0;Tablet
1151;7375;23.22;25;1;0;Mobile
1152;11631;13.14;14;0;0;Desktop
1153;11375;38.82;23;4;0;Mobile
1154;254;25.30;14;0;0;Mobile
1155;9180;6.12;5;0;0;Mobile
1156;3575;12.23;9;0;0;Tablet
1157;7295;9.82;19;0;0;Tablet
1158;10530;41.41;25;1;0;Tablet
1159;364;5.40;8;3;2;Desktop
1160;1527;11.30;22;0;0;Tablet
1161;2509;13.88;7;0;0;Mobile
1162;2770;9.79;18;1;0;Tablet
1163;2276;11.13;17;0;0;Mobile
1164;8423;43.09;24;4;2;Desktop
1165;10235;28.51;15;4;0;Desktop
1166;5165;27.91;24;0;0;Tablet
1167;2784;14.09;9;4;0;Mobile
1168;9727;25.18;16;2;1;Desktop
1169;6751;7.80;7;4;0;Desktop
1170;2712;21.86;16;1;0;Mobile
1171;4892;37.53;25;0;0;Mobile
1172;1598;1.89;1;1;0;Desktop
1173;4429;5.92;4;0;0;Desktop
1174;8813;17.84;21;0;0;Mobile
1175;7157;0.77;1;1;0;Mobile
1176;12170;14.41;12;0;0;Tablet
1177;1815;1.69;1;3;0;Tablet
1178;7687;37.98;19;0;0;Tablet
1179;11919;10.53;8;0;0;Tablet
1180;3463;11.15;7;0;0;Mobile
1181;1433;11.81;14;0;0;Tablet
1182;1968;5.55;3;4;0;Desktop
1183;10144;23.50;14;0;0;Mobile
1184;3599;15.33;10;0;0;Tablet
1185;10793;11.81;14;2;0;Desktop
1186;8384;6.40;9;4;0;Desktop
1187;8149;4.00;2;0;0;Mobile
1188;1516;22.84;18;4;0;Mobile
1189;12374;1.04;1;0;0;Desktop
1190;6741;5.17;3;0;0;Mobile
1191;2348;15.58;15;0;0;Tablet
1192;2454;18.26;13;0;0;Desktop
1193;5493;9.16;6;0;0;Desktop
1194;2985;9.98;5;4;0;Tablet
1195;8204;21.12;17;1;0;Tablet
1196;10332;11.93;22;1;0;Tablet
1197;1916;7.73;12;0;0;Tablet
1198;2882;26.06;14;0;0;Mobile
1199;348;12.53;7;0;0;Mobile
1200;834;20.49;21;1;0;Tablet
1201;12452;30.70;23;0;0;Desktop
1202;8266;19.36;22;4;0;Tablet
1203;440;34.55;22;0;0;Desktop
1204;5790;25.86;13;4;0;Mobile
1205;5286;2.82;5;0;0;Mobile
1206;9554;44.65;25;4;3;Mobile
1207;6746;14.21;18;0;0;Tablet
1208;11705;13.44;17;0;0;Mobile
1209;12188;25.02;15;1;0;Tablet
1210;328;45.22;25;4;0;Desktop
1211;2292;8.94;7;2;0;Tablet
1212;8860;22.40;17;3;0;Desktop
1213;2598;9.29;15;4;1;Desktop
1214;8489;19.66;12;0;0;Desktop
1215;452;1.54;2;0;0;Desktop
1216;9564;15.34;23;0;0;Desktop
1217;10894;37.95;19;0;0;Mobile
1218;10984;9.14;6;1;0;Desktop
1219;9509;9.40;8;0;0;Mobile
1220;1090;16.96;12;3;0;Mobile
1221;1878;28.91;17;1;0;Mobile
1222;495;7.35;8;3;0;Mobile
1223;9039;38.01;22;0;0;Mobile
1224;545;34.35;23;0;0;Tablet
1225;10842;17.00;19;0;0;Desktop
1226;1246;7.14;11;0;0;Mobile
1227;11023;29.78;23;3;1;Desktop
1228;3795;11.71;14;0;0;Desktop
1229;10030;1.89;1;0;0;Tablet
1230;2241;3.24;2;4;0;Desktop
1231;10901;18.38;12;0;0;Tablet
1232;12335;5.32;4;0;0;Mobile
1233;3663;39.57;20;3;2;Tablet
1234;5403;32.35;17;0;0;Desktop
1235;166;32.23;20;0;0;Tablet
1236;10940;22.04;20;0;0;Tablet
1237;7922;3.15;2;1;0;Tablet
1238;7576;33.45;17;4;3;Mobile
1239;5537;18.98;21;3;0;Tablet
1240;652;37.98;22;4;0;Tablet
1241;654;11.02;7;0;0;Mobile
1242;722;3.35;6;0;0;Mobile
1243;1829;2.08;3;2;0;Mobile
1244;11931;1.01;2;3;0;Desktop
1245;3825;1.67;2;4;1;Desktop
1246;2439;21.06;15;2;1;Desktop
1247;5775;3.97;7;3;0;Mobile
1248;4270;5.87;10;2;1;Mobile
1249;11134;17.78;13;1;0;Tablet
1250;271;28.84;17;0;0;Desktop
1251;5342;22.69;22;0;0;Mobile
1252;12359;9.88;10;0;0;Tablet
1253;8652;5.80;4;3;0;Mobile
1254;741;16.86;9;2;0;Tablet
1255;10872;18.48;21;0;0;Mobile
1256;8627;19.58;10;4;0;Mobile
1257;423;3.56;4;0;0;Mobile
1258;6092;3.89;4;2;0;Tablet
1259;4506;8.50;8;0;0;Mobile
1260;2564;10.96;6;4;0;Mobile
1261;8610;31.44;21;4;0;Mobile
1262;5473;32.69;24;2;0;Mobile
1263;6101;7.97;4;2;0;Mobile
1264;4544;11.70;16;0;0;Desktop
1265;3515;21.32;17;3;2;Mobile
1266;8601;4.50;8;4;0;Tablet
1267;8185;10.88;21;1;0;Desktop
1268;9192;3.19;3;0;0;Tablet
1269;5362;28.91;15;0;0;Mobile
1270;10421;31.20;20;4;0;Tablet
1271;5069;9.82;13;4;2;Desktop
1272;11715;19.53;20;3;1;Tablet
1273;12316;23.89;13;2;0;Desktop
1274;11689;29.95;17;0;0;Mobile
1275;4566;42.51;22;0;0;Desktop
1276;6394;21.29;23;0;0;Mobile
1277;105;8.67;13;2;1;Desktop
1278;12339;29.72;19;3;0;Mobile
1279;11030;35.20;24;2;0;Desktop
1280;3927;12.21;24;0;0;Mobile
1281;7263;18.10;11;3;1;Mobile
1282;701;31.46;22;0;0;Desktop
1283;804;4.41;8;4;3;Mobile
1284;8984;19.64;12;1;0;Mobile
1285;470;2.34;4;0;0;Tablet
1286;10510;3.36;5;0;0;Desktop
1287;1333;18.72;10;4;0;Tablet
1288;11832;8.68;12;2;0;Desktop
1289;2167;8.29;8;0;0;Tablet
1290;7798;23.12;16;4;0;Tablet
1291;1326;13.61;16;0;0;Mobile
1292;7109;15.57;23;4;0;Mobile
1293;3455;25.28;14;2;0;Mobile
1294;6689;3.37;2;2;1;Tablet
1295;12326;20.34;11;0;0;Tablet
1296;4835;20.38;21;3;1;Tablet
1297;9016;25.38;16;0;0;Tablet
1298;8346;9.73;8;4;0;Tablet
1299;6821;42.84;22;0;0;Mobile
1300;11638;37.51;21;0;0;Desktop
1301;5642;36.84;24;0;0;Mobile
1302;1925;18.14;23;3;0;Mobile
1303;1121;24.73;20;0;0;Desktop
1304;7345;5.36;4;0;0;Mobile
1305;8353;10.08;9;0;0;Desktop
1306;11823;4.90;3;1;0;Tablet
1307;4323;19.99;10;1;0;Tablet
1308;9503;40.35;21;0;0;Mobile
1309;8730;17.01;14;1;0;Tablet
1310;7626;25.51;15;3;0;Mobile
1311;2605;21.51;23;3;0;Tablet
1312;1810;6.16;7;0;0;Tablet
1313;1482;4.38;4;4;0;Mobile
1314;11937;20.17;19;3;0;Desktop
1315;9561;15.06;18;2;0;Desktop
1316;9823;7.08;4;1;0;Mobile
1317;4258;14.95;17;2;0;Tablet
1318;2197;22.98;12;0;0;Desktop
1319;10324;16.35;12;2;0;Tablet
1320;9498;47.78;24;3;0;Tablet
1321;5094;2.14;4;0;0;Tablet
1322;5499;26.41;24;3;0;Tablet
1323;9814;3.80;2;3;0;Desktop
1324;12189;6.01;6;4;0;Desktop
1325;1206;21.55;13;1;0;Mobile
1326;3612;14.09;10;0;0;Mobile
1327;9771;18.73;11;4;0;Tablet
1328;5245;10.79;7;1;0;Desktop
1329;697;15.05;16;0;0;Desktop
1330;1637;14.89;9;3;2;Mobile
1331;4999;35.52;24;0;0;Mobile
1332;10891;9.42;15;0;0;Tablet
1333;11999;13.41;13;0;0;Desktop
1334;8130;38.08;21;0;0;Mobile
1335;154;2.14;4;0;0;Tablet
1336;2916;7.43;6;3;0;Tablet
1337;731;18.37;20;2;0;Desktop
1338;4074;20.94;24;0;0;Tablet
1339;2565;23.20;25;0;0;Tablet
1340;1303;1.86;2;3;0;Mobile
1341;8302;2.91;2;0;0;Tablet
1342;6450;28.50;21;0;0;Mobile
1343;1539;3.49;6;4;0;Mobile
1344;10911;18.85;10;3;0;Tablet
1345;4918;10.57;16;0;0;Mobile
1346;5433;9.76;11;0;0;Mobile
1347;3811;25.30;23;1;0;Tablet
1348;1250;7.42;8;3;0;Desktop
1349;7278;26.94;21;2;0;Mobile
1350;12404;22.47;18;0;0;Tablet
1351;9024;15.06;15;1;0;Tablet
1352;3784;7.19;9;0;0;Mobile
1353;760;19.93;18;4;0;Desktop
1354;6782;25.21;21;2;1;Tablet
1355;9753;15.90;18;0;0;Desktop
1356;4009;28.26;23;0;0;Mobile
1357;5711;10.51;7;0;0;Mobile
1358;2373;15.16;22;0;0;Tablet
1359;2718;9.61;8;1;0;Desktop
1360;8336;1.15;1;3;0;Tablet
1361;6865;45.52;25;4;0;Mobile
1362;12014;14.98;19;0;0;Tablet
1363;12034;2.19;2;0;0;Tablet
1364;6037;30.32;16;1;0;Tablet
1365;6622;5.80;11;0;0;Desktop
1366;6230;25.65;19;4;0;Desktop
1367;10110;26.21;19;0;0;Tablet
1368;9466;10.74;14;4;0;Mobile
1369;7304;6.25;11;2;0;Desktop
1370;7462;30.51;19;3;0;Desktop
1371;10151;24.42;21;0;0;Tablet
1372;3272;1.43;1;0;0;Mobile
1373;3430;42.61;24;2;1;Mobile
1374;1988;10.00;10;0;0;Tablet
1375;3328;17.68;9;4;2;Mobile
1376;2708;3.76;2;0;0;Desktop
